"responseid","interview_start","interview_end","internal_job","id","vend","vd","mode","state","zipcode","dmacode","dmaname","prizmne","age","ppinhh","weightbystate","marital_status","number_in_household","children_under_18_in_household","Level_of_Education","Level_of_Income","gender","Ethnicity","question_1","Question_2","Question_3","TRIP_ONE","TRIP_TWO","TRIP_THREE","TRIP_FOUR","TRIP_FIVE","TRIP_SIX","number_of_nights_trip_1","month_trip_1","main_reason_trip_1","question_6","Question_7","question_8","Question_9","Question_10","question_12_UNITED","question_13","question_14","question_15","question_16","Question_17","Question_18","Question_19_UNITED","Question_20","Question_21"
4605,"12/3/2015 10:10:16","12/3/2015 10:16:58",1269101,"1287636361",1,1,2,"SD","57717",764,"Rapid City, SD","42",24,3,0.30256,"Married",5,1,"College Graduate","3) $50,000 but less than $75,000","Female","caucasian/white","South Dakota","South Dakota","Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely, and Somewhat Likely","August, 3, FRIENDS","October, 2, FAMILY","","","","",3,"August","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family","Drove via car, van, truck, or SUV",3,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","Homesharing/vacation rental","Family fun, and Wildlife Viewing, and Motorcycling, and Scenic Byways/Drives","Family fun, and Wildlife Viewing, and Motorcycling, and 0","Black Hills","Rapid City","Good","200, and 70, and 0, and 0, and 0, and 30, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You have never done it and probably never will, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity"
5490,"12/5/2015 5:14:17","12/5/2015 5:23:40",1269101,"1306531720",1,1,2,"SD","57401",725,"Sioux Falls (Mitchell), SD","41",44,4,0.30256,"Married",5,2,"Some High School or Less","2) $35,000 but less than $50,000","Female","caucasian/white","North Dakota, and South Dakota","North Dakota, and South Dakota","Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Somewhat Likely","August, 3, FRIENDS","September, 5, FRIENDS","","","","",3,"August","FRIENDS","South Dakota Was My Only Destination","","6 Months Or More In Advance","Used Internet, and Used Social Media Such as Facebook or Pinterest","Drove via car, van, truck, or SUV",4,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12, and Child(ren)/Grandchild(ren):age 13+","RV park/Campground","Outdoor Recreation","Outdoor Recreation, and 0","Black Hills","Rapid City, and Hill City, and Deadwood, and Custer, and Crazy Horse, and Wall Drug, and Sturgis Rally","Excellent","0, and 50, and 30, and 30, and 0, and 250, and 0","Often, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have never done it and probably never will"
3655,"11/24/2015 17:47:26","11/24/2015 18:08:16",1269101,"1081395716",1,1,1,"SD","57006",725,"Sioux Falls (Mitchell), SD","48",71,2,0.30256,"Married",2,0,"Post Graduate Degree","4) $75,000 but less than $100,000","Male","caucasian/white","Minnesota, and Nebraska, and South Dakota","South Dakota","Somewhat Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Somewhat Likely, and Very Likely","June, 3, FRIENDS","November, 3, FRIENDS","","","","",3,"June","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family","Drove via car, van, truck, or SUV",4,"Child(ren)/Grandchild(ren):age 0-12, and Other Family","With Friends or Family","Family fun, and Fishing, and Native American Culture","Family fun, and 0","Missouri River","Pierre, and Lake Oahe","Excellent","0, and 80, and 0, and 50, and 0, and 100, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Often, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Often, and You've done it, but it was over a year ago"
4317,"11/28/2015 15:37:38","11/28/2015 15:44:09",1269101,"1281686931",1,1,1,"SD","57106",725,"Sioux Falls (Mitchell), SD","22",52,1,0.30256,"Divorced/separated",3,NA,"Post Graduate Degree","2) $35,000 but less than $50,000","Female","caucasian/white","Iowa, and Minnesota, and South Dakota","Iowa, and Minnesota, and South Dakota","Very Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","October, 3, FRIENDS","","","","","",3,"October","FRIENDS","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Talked to Friends and Family, and Contacted Individual Attraction or Event to Request Information","Drove via car, van, truck, or SUV",1,"","Hotel, motel, inn, lodge, b&b, or resort, and With Friends or Family","National/State Parks, and Arts and Culture, and Wildlife Viewing, and Outdoor Recreation, and Native American Culture","Outdoor Recreation, and 0","Black Hills, and Glacial Lakes, and Southeast SD","Rapid City, and Mickelson Trail, and Spearfish Canyon, and Brookings, and 0","Excellent","120, and 150, and 55, and 60, and 0, and 100, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and Often, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago"
934,"11/23/2015 16:14:18","11/23/2015 16:26:31",1269101,"EPOCZFJ26FTJ9XF488",2,2,2,"SD","57028",725,"Sioux Falls (Mitchell), SD","43",51,4,0.30256,"Married",1,0,"College Graduate","4) $75,000 but less than $100,000","Male","caucasian/white","Minnesota, and South Dakota","Minnesota, and South Dakota","Not Likely, and Very Likely, and Not Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely","August, 3, FRIENDS","","","","","",3,"August","FRIENDS","South Dakota was one of several places I decided to visit on this trip","South Carolina","At Least 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",3,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 13+","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and History/Old West, and National/State Parks, and Wildlife Viewing, and Scenic Byways/Drives","Family fun, and History/Old West, and Scenic Byways/Drives, and 0","Black Hills","Rapid City, and Hill City, and Deadwood, and Custer, and Mount Rushmore, and Harney Peak, and Spearfish Canyon","Excellent","200, and 300, and 100, and 100, and 100, and 200, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago"
1826,"11/23/2015 22:56:09","11/23/2015 23:10:21",1269101,"1304390439",1,1,1,"SD","57106",725,"Sioux Falls (Mitchell), SD","22",33,4,0.30256,"Single/never married",7,2,"Some High School or Less","1) Less than $35,000","Female","caucasian/white","Iowa, and Nebraska, and North Dakota, and South Dakota","Iowa, and Nebraska, and North Dakota, and South Dakota","Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Not Likely","June, 3, FRIENDS","","","","","",3,"June","FRIENDS","South Dakota Was My Only Destination","","At Least 2 Months In Advance","Used Internet, and Contacted Individual Attraction or Event to Request Information, and Contacted Individual Chamber of Commerce to Request Information, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV, and Bus or motor coach trip",5,"Spouse/Significant Other, and Other Family","With Friends or Family","National/State Parks, and Casinos, and Hunting, and Native American Culture","National/State Parks, and Casinos, and Hunting, and 0","Black Hills, and Southeast SD","Rapid City, and Hot Springs, and Deadwood, and Badlands, and Mickelson Trail, and Spearfish Canyon, and Sturgis Rally","Excellent","2, and 1, and 1, and 11, and 1, and 1, and 1","Every Chance You Get, and You've done it, but it was over a year ago, and Every Chance You Get, and Every Chance You Get, and Every Chance You Get, and Every Chance You Get, and Every Chance You Get, and You've done it, but it was over a year ago"
177,"11/18/2015 21:16:52","11/18/2015 21:36:25",1269101,"EPOCVN7R7WT46JV486",2,2,1,"SD","57108",725,"Sioux Falls (Mitchell), SD","11",48,3,0.30256,"Single/never married",0,2,"Post Graduate Degree","5) $100,000 but less than $150,000","Female","caucasian/white","Minnesota, and South Dakota","Minnesota, and South Dakota","Not Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","October, 3, FRIENDS","","","","","",3,"October","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family","Drove via car, van, truck, or SUV",1,"","With Friends or Family","","","Black Hills","Other, and None","Very Good","0, and 100, and 0, and 0, and 0, and 100, and 0","You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You have never done it and probably never will"
1299,"11/23/2015 19:11:35","11/23/2015 19:16:48",1269101,"1275572917",1,1,1,"SD","57702",764,"Rapid City, SD","28",33,2,0.30256,"Married",2,0,"Post Graduate Degree","3) $50,000 but less than $75,000","Female","caucasian/white","Minnesota, and South Dakota, and Wisconsin","Wisconsin","Not Likely, and Very Likely, and Not Likely, and Not Likely, and Not Likely, and Very Likely, and Very Likely, and Not Likely","September, 3, FRIENDS","","","","","",3,"September","FRIENDS","South Dakota Was My Only Destination","","At Least 3 Months In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",6,"Spouse/Significant Other, and Other Family","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and National/State Parks, and Outdoor Recreation, and Culinary/Brewery/Wine, and Scenic Byways/Drives","Family fun, and 0","Black Hills, and Southeast SD","Rapid City, and Hill City, and Wall Drug, and Harney Peak","Good","200, and 100, and 50, and 0, and 0, and 100, and 0","You have never done it and probably never will, and You have NOT done it, but would like to try sometime, and Often, and You have NOT done it, but would like to try sometime, and You have NOT done it, but would like to try sometime, and You have never done it and probably never will, and Often, and You have NOT done it, but would like to try sometime"
1076,"11/23/2015 17:32:34","11/23/2015 17:41:21",1269101,"EPOCZHVJ3YX8WYN487",2,2,2,"SD","57065",725,"Sioux Falls (Mitchell), SD","43",28,3,0.30256,"Single/never married",0,1,"Some High School or Less","1) Less than $35,000","Female","caucasian/white","Iowa, and Nebraska, and South Dakota","South Dakota","Very Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely","October, 3, FAMILY","","","","","",3,"October","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family","Drove via car, van, truck, or SUV",3,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","With Friends or Family","Family fun, and Casinos, and Scenic Byways/Drives","Family fun, and Casinos, and 0","Black Hills","Rapid City, and Hill City, and Deadwood, and Custer, and Mount Rushmore","Good","250, and 25, and 75, and 0, and 0, and 100, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago"
1132,"11/23/2015 17:57:46","11/23/2015 18:08:19",1269101,"1107365860",1,1,2,"SD","57747",764,"Rapid City, SD","55",71,2,0.30256,"Married",4,0,"Some College/Technical School","3) $50,000 but less than $75,000","Female","caucasian/white","South Dakota","","Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely","June, 3, FAMILY","","","","","",3,"June","FAMILY","South Dakota Was My Only Destination","","At Least 2 Months In Advance","None of These","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Wildlife Viewing, and Scenic Byways/Drives","1","Glacial Lakes","Huron, and 0","Very Good","300, and 150, and 0, and 50, and 0, and 100, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and Often, and Every Chance You Get, and You have never done it and probably never will"
1772,"11/23/2015 22:21:26","11/23/2015 22:32:00",1269101,"EPOCZLL2PJJ75RR487",2,2,1,"SD","57105",725,"Sioux Falls (Mitchell), SD","41",65,2,0.30256,"Married",2,0,"Some College/Technical School","3) $50,000 but less than $75,000","Female","caucasian/white","Iowa, and Minnesota, and Nebraska, and South Dakota, and Wisconsin","Iowa, and Minnesota, and Nebraska, and South Dakota, and Wisconsin","Somewhat Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely","April, 3, FAMILY","","","","","",3,"April","FAMILY","South Dakota Was My Only Destination","","6 Months Or More In Advance","None of These","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","With Friends or Family","","","","","Good","0, and 0, and 0, and 0, and 0, and 0, and 0","You have NOT done it, but would like to try sometime, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You have never done it and probably never will"
